,요양기관명_x,주소,병원홈페이지,전화번호,좌표(X),좌표(Y)
3611,하나정신과의원,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",,02-555-6018,127.0619463,37.4942695
3612,하나효요양병원,"서울특별시 은평구 서오릉로 149, 세웅그룹빌딩 3~9층 (구산동)",,02-356-7007,126.916228,37.6116082
3613,하남안심내과의원,"광주광역시 광산구 용아로379번길 49, 3층 (산정동)",,062-953-8275,126.8015431,35.1764176
3614,하남이엠365의원,"경기도 하남시 감일백제로 177, JS스퀘어감일 4~5층 (감이동)",,02-483-0119,127.1538459,37.5076488
3615,하내과의원,"경상남도 양산시 물금읍 황산로 366, 2층",,055-366-7005,128.9864117,35.3089934
3616,하내과의원,"경상남도 진주시 새평거로 25, 2층 (평거동, 더 퀸즈 웰가)",,055-747-7977,128.0519226,35.1666876
3617,하늘빛 정신건강의학과 의원,"강원특별자치도 원주시 능라동길 61, 5층 (무실동, 정한타워)",,033-743-7975,127.9312335,37.3341487
3618,하늘빛사랑정신건강의학과의원,"서울특별시 송파구 송이로 144, 유진빌딩 3층 (가락동)",,02-408-8359,127.1239195,37.4939281
3619,하늘빛정신건강의학과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 3층 302호 (방배동)",,02-3478-8786,126.9827181,37.4872635
3620,하단속시원내과의원,"부산광역시 사하구 낙동대로 444, 3-4층 (당리동)",,204-2011,128.9701591,35.1050101
3621,하동우리들병원,"경상남도 하동군 금남면 섬진강대로 957, (금남면)",,055-883-7575,127.8102616,34.9958188
3622,하루정신건강의학과의원,"부산광역시 부산진구 가야대로 775-1, 3층 (부전동)",,051-711-0993,129.0564371,35.1579191
3623,하모니정신건강의학과의원,"경기도 수원시 팔달구 향교로1번길 8, 204, 208호 (매산로1가)",,031-242-2040,127.0013137,37.2680374
3624,하사랑신경과의원,"경상남도 창원시 마산회원구 3·15대로 727, (합성동, 매디칼센타)",,055-247-3031,128.5812189,35.2372384
3625,하안정신건강의학과의원,"경기도 광명시 범안로 1059, 3층 302호 (하안동, 유창빌딩)",,,126.8800711,37.4631025
3626,하양맑은신경과의원,"경상북도 경산시 하양읍 대학로 1536, 3층",,053-295-7575,128.8204792,35.9148918
3627,하은정신건강의학과의원,"경기도 이천시 중리천로 76, 3층 (중리동, 이천라온팰리스)",,638-8202,127.4458781,37.2785332
3628,하이린의원,"대구광역시 중구 달구벌대로 2033, 엘디스리젠트호텔 동산동 3층층 (동산동)",,053-422-9200,128.5860059,35.8664278
3629,하이맵의원,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 201호 (서초동)",,02-6232-7582,127.0165951,37.4942268
3630,하이브 헬스케어 부속의원,"서울특별시 용산구 한강대로 42, HYBE 7층 005호 (한강로3가)",,,126.96419,37.5245526
3631,하이울산신경과의원,"울산광역시 중구 번영로 485, 4층 (약사동)",,286-5300,129.3362675,35.5648131
3632,하이코코이비인후과의원,"광주광역시 광산구 동곡로 739, 3층 303, 304, 305호 (선암동)",,062-944-7575,126.7778703,35.1475085
3633,하준수정신건강의학과의원,"대전광역시 유성구 계룡로 150, 305호 (봉명동)",,042-824-7505,127.3469003,36.35179
3634,학교법인 가톨릭학원 가톨릭대학교 대전성모병원,"대전광역시 중구 대흥로 64, (대흥동)",http://www.cmcdj.or.kr/,042-220-9114,127.420163,36.323042
3635,학교법인 건양교육재단 건양대학교병원,"대전광역시 서구 관저동로 158, (관저동)",http://www.kyuh.ac.kr/,042-600-9999,127.342613,36.306642
3636,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",http://anam.kumc.or.kr/main/index.do,1577-0083,127.0263537,37.5870165
3637,학교법인 울산공업학원 울산대학교병원,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",http://www.uuh.ulsan.kr/main/main.asp,052-250-7000,129.4289116,35.5200702
3638,학교법인 을지학원 대전을지대학교병원,"대전광역시 서구 둔산서로 95, (둔산동)",http://www.emc.ac.kr/default.asp,042-611-3000,127.3819888,36.3553098
3639,학교법인 을지학원 의정부을지대학교병원,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",,031-951-1000,127.0506997,37.7518185
3640,학교법인)동의병원,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",http://www.demc.kr/,051-867-5101,129.076514,35.1698203
3641,학교법인가톨릭학원가톨릭대학교서울성모병원,"서울특별시 서초구 반포대로 222, (반포동)",http://www.cmcseoul.or.kr/,02-1588-1511,127.0051154,37.5009444
3642,학교법인성균관대학삼성창원병원,"경상남도 창원시 마산회원구 팔용로 158-158, (합성동, 삼성창원병원)",http://smc.skku.edu,055-233-8899,128.5923771,35.2424957
3643,학장성심요양병원,"부산광역시 사상구 대동로159번길 9, 신관 1~4층 (학장동)",,051-314-2280,128.983179,35.1414347
3644,한가람메디즈의원,"인천광역시 계양구 새벌로 112, 마스터즈 2층 206~209호 (효성동)",,032-721-7512,126.7175095,37.5270737
3645,한가정의원,"전라남도 화순군 화순읍 칠충로 45, (화순읍)",,061-374-7897,126.9768526,35.0547442
3646,한강요양병원,"경기도 김포시 통진읍 조강로36번길 12-10, 가동",,031-981-7119,126.602001,37.6896435
3647,한강정신건강의학과의원,"경기도 김포시 김포한강4로 113, 304호 (장기동)",,031-987-1248,126.6683697,37.6439449
3648,한걸음 정신건강의학과 의원,"전라남도 나주시 나주로 205, 우성메디컬빌딩 303호 (성북동)",,061-820-7365,126.7214522,35.0348487
3649,한결신경외과의원,"광주광역시 광산구 신창로 124, (신창동)",,062-960-1100,126.838639,35.1961911
3650,한결정신건강의학과의원,"부산광역시 동구 중앙대로 201, 행운예식장 4층 (초량동)",,051-465-8275,129.0393741,35.1153834
3651,한국보훈복지의료공단 대구보훈병원,"대구광역시 달서구 월곡로 60, (도원동)",http://daegu.bohun.or.kr,053-630-7000,128.5519785,35.8028206
3652,한국보훈복지의료공단 부산보훈병원,"부산광역시 사상구 백양대로 420, (주례동)",http://busan.bohun.or.kr,051-601-6000,129.006575,35.1533821
3653,한국보훈복지의료공단 중앙보훈병원,"서울특별시 강동구 진황도로61길 53, (둔촌동)",http://seoul.bohun.or.kr,02-2225-1111,127.1478691,37.5303393
3654,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",http://www.kcch.re.kr,02-970-2114,127.0824199,37.6288668
3655,한국효요양병원,"서울특별시 은평구 은평로 170, 6층,7층,8층 (응암동, 상현빌딩동)",,02-357-0357,126.9266658,37.601101
3656,한귀원정신건강의학과의원,"부산광역시 수영구 수영로 394, (남천동)",,051-612-1119,129.1075702,35.1414169
3657,한그루정신건강의학과의원,"전라남도 순천시 신월큰길 9, 3층 (조례동)",,061-724-7880,127.5201739,34.9603919
3658,한나이비인후과의원,"인천광역시 서구 가정로 140, 수협 2층 (가좌동)",,032-573-1077,126.6719801,37.4971508
3659,한농교정신건강의학과의원,"경상남도 김해시 내외중앙로 44, (외동)",,055-325-7725,128.86689,35.2338863
3660,한도한방병원,"경기도 의정부시 입석로 36, (가능동)",,031-877-6081,127.0216524,37.7558832
3661,한독의원,"전북특별자치도 김제시 용지면 황토로 752, 1층",,063-547-1112,126.9559521,35.8540918
3662,한동균신경과의원,"대전광역시 동구 동서대로 1661, 1층 (용전동)",,042-710-7582,127.4342595,36.3486039
3663,한라의원,"경기도 성남시 수정구 시민로 236, 1,2층 (태평동)",,031-758-5672,127.1403538,37.4488365
3664,한림대학교 강남성심병원,"서울특별시 영등포구 신길로 1, (대림동, 강남성심병원)",http://kangnam.hallym.or.kr,02-829-5114,126.9086527,37.4937262
3665,한림대학교 한강성심병원,"서울특별시 영등포구 버드나루로7길 12, (영등포동7가, 한강성심병원)",http://hangang.hallym.or.kr,02-2639-5114,126.9096811,37.5231702
3666,한림대학교동탄성심병원,"경기도 화성시 큰재봉길 7, (석우동)",http://dongtan.hallym.or.kr/,031-8086-3000,127.0801288,37.2166284
3667,한림대학교성심병원,"경기도 안양시 동안구 관평로170번길 22, (평촌동)",http://hallym.hallym.or.kr/,031-380-1500,126.9620529,37.3917575
3668,한림대학교춘천성심병원,"강원특별자치도 춘천시 삭주로 77, 77",http://chuncheon.hallym.or.kr/,033-240-5000,127.7399592,37.8840791
3669,한림병원,"인천광역시 계양구 장제로 722, (작전동)",http://www.hallym.net/,032-540-9114,126.7343513,37.5320982
3670,한마루정신건강의학과의원,"서울특별시 중구 다산로 245, 302호 (무학동, 상민빌딩)",,02-2234-5510,127.0158751,37.5650334
3671,한마음병원,"제주특별자치도 제주시 연신로 52, (이도이동)",,064-750-9000,126.5462386,33.4962868
3672,한마음병원,"부산광역시 해운대구 달맞이길 30, 제포디움동 2층 2017~2020,2079~2081호 (중동, 엘시티)",,051-744-1004,129.1683765,35.161064
3673,한마음소아청소년과의원,"경기도 안산시 단원구 광덕동로 75, 사또타워 105호 (고잔동)",,031-482-9119,126.8324493,37.3111799
3674,한마음신경정신과의원,"광주광역시 서구 상무대로 907, (쌍촌동)",,062-371-4328,126.8612589,35.1512876
3675,한마음요양병원,"경상남도 창원시 마산합포구 오동동10길 73, 2-3층 (오동동, 서광아침의빛)",,055-246-3300,128.5810125,35.2071596
3676,한마음의원,"경기도 고양시 덕양구 권율대로 896-15, 2층 (신원동)",,02-6052-1120,126.8916182,37.662619
3677,한마음의원,"강원특별자치도 고성군 간성읍 간성로 23, 2층",,033-681-9076,128.4723494,38.3786616
3678,한마음의원,"대전광역시 유성구 유성대로646번길 61, (구암동)",,042-822-7275,127.331882,36.3508995
3679,한마음의원,"서울특별시 광진구 자양로 126, (구의동)",,02-455-2264,127.0836354,37.5389541
3680,한마음정신건강의학과의원,"서울특별시 양천구 중앙로 282, (신정동)",,02-2696-0074,126.8525901,37.5215562
3681,한마음정신건강의학과의원,"경기도 파주시 문화로 103, 3층 (금촌동, 춘전빌딩)",,031-945-7400,126.7744721,37.7633146
3682,한마음정신건강의학과의원,"대구광역시 달서구 달구벌대로 1200, 1층 (신당동)",,053-581-7007,128.4986832,35.8514531
3683,한마음정신건강의학과의원,"부산광역시 동래구 충렬대로 117, 1~2층 (온천동)",,051-504-3131,129.0736747,35.2064975
3684,한별정신건강의학과의원,"서울특별시 양천구 목동서로 256, 3층 (목동, 동문빌딩)",,02-2062-1119,126.8692937,37.5246017
3685,한비뇨기과의원,"광주광역시 광산구 임방울대로801번길 8, 301호 (쌍암동)",,062-972-0030,126.8462171,35.2182291
3686,한빛내과의원,"서울특별시 은평구 진흥로1길 23, 2층 (역촌동)",,02-356-7585,126.9184218,37.6025679
3687,한빛신경정신과의원,"경기도 부천시 원미구 길주로 307, 로얄프라자 604호 (중동)",,032-325-7333,126.7767628,37.5034899
3688,한빛의원,"경기도 남양주시 와부읍 덕소로97번길 6, 303호 덕소빌딩",,031-577-7766,127.2129453,37.5856554
3689,한빛의원,"강원특별자치도 춘천시 사우로 38, 태영빌딩 2층 (사농동)",,033-263-6190,127.7287809,37.9066785
3690,한빛의원,"충청북도 청주시 상당구 용암로 3, (용암동)",http://,043-293-6211,127.5094743,36.6091007
3691,한빛의원,"서울특별시 강남구 논현로 605, 2층 (논현동)",www.hanvit-clinic.com/,515-2956,127.0333814,37.5077609
3692,한빛재활의학과의원,"경기도 성남시 분당구 운중로 122, 골드클래스 503호 (운중동)",,8016-7170,127.0766441,37.3913814
3693,한빛정신건강의학과의원,"제주특별자치도 제주시 서광로 184, (삼도일동)",,064-758-3878,126.5160745,33.4997155
3694,한빛정신건강의학과의원,"경상남도 진주시 진주대로 1083, 1,2층 (평안동)",,055-741-1515,128.0829922,35.1961279
3695,한빛정신건강의학과의원,"서울특별시 관악구 남부순환로 1838, 13층 (봉천동, CS타워)",,02-887-2158,126.9539797,37.4804451
3696,한빛정신건강의학과의원,"대전광역시 대덕구 신탄진로 822, (신탄진동)",,042-931-0100,127.4291619,36.4507686
3697,한빛정신건강의학과의원,"충청남도 천안시 동남구 서부대로 285, 일송빌딩 4층 (신방동)",,041-572-6886,127.1281705,36.7933555
3698,한빛정신건강의학과의원,"광주광역시 북구 북문대로 133, 3층 301호 (운암동, 운현빌딩)",,062-515-7557,126.8735081,35.1808599
3699,한사랑가정의원,"전북특별자치도 정읍시 학산로 103-4, 1,2층 (상동, 대우드림채상가)",,063-538-6500,126.8729486,35.5583229
3700,한사랑가정의학과의원,"충청남도 서산시 동서1로 23, 2층 (석림동)",,041-667-7582,126.4633736,36.7737147
3701,한사랑노노의원,"서울특별시 강남구 논현로176길 14, 7층 (신사동)",http://www.fillerbotox.com,511-8700,127.0297326,37.5269931
3702,한사랑병원,"경상남도 김해시 강동로 65, (강동)",www.han-sarang.net/,055-722-7000,128.876471,35.2199847
3703,한사랑외과의원,"충청북도 진천군 진천읍 백사천길 47-2, (진천읍)",,043-533-7582,127.4450083,36.8602979
3704,한사랑의원,"대구광역시 동구 동촌로 242, 다산빌딩 7층 702호 (방촌동)",,053-962-5791,128.6661604,35.8807501
3705,한사랑정신건강의학과의원,"경기도 고양시 일산서구 중앙로 1416, 한사랑빌딩 403호 (주엽동)",,031-917-7557,126.7629904,37.6698137
3706,한사랑정신건강의학과의원,"경기도 시흥시 수인로 3362, 4층 (신천동, 태종빌딩)",,031-314-5830,126.7854777,37.440672
3707,한사랑정신건강의학과의원,"부산광역시 부산진구 가야대로 769, (부전동)",,051-808-3878,129.0557793,35.1580057
3708,한사랑정신건강의학과의원,"전북특별자치도 순창군 순창읍 옥천로 42-1, (순창읍)",,063-653-6230,127.1407927,35.3763059
3709,한사랑정신과의원,"제주특별자치도 제주시 서광로 273, 3층 (이도일동)",,064-725-0222,126.5256545,33.5004189
3710,한사랑정형외과의원,"경기도 성남시 분당구 내정로17번길 2, 한솔프라자 4006, 4009, 4017호 (정자동)",,031-714-3300,127.1144804,37.3621395
3711,한산면보건지소,"경상남도 통영시 한산면 한산일주로 832, (한산면보건지소)",,055-650-2522,128.5080606,34.7674902
3712,한서요양병원,"전북특별자치도 정읍시 월천안길 14-0, 한서요양병원",http//www.hshope.co.kr,063-570-7000,126.8344274,35.5717701
3713,한서중앙병원,"경기도 의정부시 평화로 447, (의정부동)",,031-875-7878,127.0477863,37.7319114
3714,한섬정신건강의학과의원,"경기도 용인시 수지구 풍덕천로 116, 영일빌딩 501호 (풍덕천동)",,031-8067-5550,127.0949874,37.3223575
3715,한솔신경정신과의원,"서울특별시 관악구 난곡로 268, 3층 (신림동)",,02-830-7588,126.9155168,37.4779116
3716,한솔의원,"전라남도 장성군 장성읍 영천로 125-1, 125",,061-395-2290,126.7808884,35.2968064
3717,한양김영삼내과의원,"전북특별자치도 전주시 완산구 백제대로 264, 2층 (중화산동2가)",,063-221-3303,127.1233779,35.8167715
3718,한양대학교구리병원,"경기도 구리시 경춘로 153, (교문동)",http://guri.hyumc.com/index.asp?,1644-9118,127.1324273,37.6012985
3719,한양대학교병원,"서울특별시 성동구 왕십리로 222-1, (사근동)",http://seoul.hyumc.com,02-2290-8114,127.0441339,37.5596569
3720,한양정신과의원,"경기도 남양주시 늘을2로 20, 301호 (호평동, CH리베로)",,031-559-8270,127.2441105,37.6544952
3721,한양정신과의원,"울산광역시 중구 새즈믄해거리 6, (성남동)",,052-244-9649,129.3204503,35.555355
3722,한양정형외과의원,"서울특별시 동대문구 천호대로 455, (장안동)",,02-2242-7844,127.069767,37.5611714
3723,한용재활의학과의원,"전라남도 나주시 나주로 185, 101호 (중앙동)",,061-335-7575,126.7208788,35.0336212
3724,한울정신건강의학과의원,"경기도 광주시 벼루개로 20, 5층 504,505호 (태전동)",http://www.lohashanwool.com,031-797-9114,127.2304057,37.3824884
3725,한원선신경정신과의원,"경기도 안양시 만안구 안양로 294, 3층 (안양동)",,031-449-9894,126.9219644,37.3985655
3726,한정신건강의학과의원,"부산광역시 동구 중앙대로 375, 1층2층 (수정동)",,051-441-5071,129.0485724,35.1291356
3727,한정현정신건강의학과 의원,"부산광역시 연제구 중앙대로 1085, 오오빌딩 5층 (연산동)",,051-717-2435,129.0803159,35.184889
3728,한평주정신건강의학과의원,"경기도 양주시 평화로 1426, (덕계동, 영토빌딩 9층)",,031-867-7780,127.0462927,37.8181225
3729,함께공감정신건강의학과의원,"충청남도 아산시 탕정면 한들물빛5로 5, 젤존메디컬시티 6층 603호",,041-424-7501,127.0839069,36.7867884
3730,함께정신건강의학과의원,"부산광역시 남구 용호로 154, 용호메디칼센타 501호 (용호동)",,051-622-9637,129.1115187,35.1185465
3731,함께하는 정신건강의학과 의원,"강원특별자치도 춘천시 동내면 춘천순환로 58, 5층",,033-261-1239,127.7503301,37.8551213
3732,함께하는정신건강의학과의원,"경기도 성남시 중원구 광명로 313, 이화빌딩 3층 (금광동)",,031-735-3975,127.1607052,37.4451487
3733,함덕튼튼의원,"제주특별자치도 제주시 조천읍 신북로 523, 3층",,064-725-8008,126.6659825,33.5420502
3734,함양맑은신경과의원,"경상남도 함양군 함양읍 고운로 60, 3층",,055-964-7900,127.7280443,35.5204329
3735,합덕외과의원,"충청남도 당진시 합덕읍 합덕시장로 214-6, (합덕읍)",,041-363-3250,126.7756074,36.8096612
3736,합정꿈정신건강의학과의원,"서울특별시 마포구 양화로7길 3, 3층 302, 303호 (서교동)",,,126.9151992,37.5509904
3737,합천고려병원,"경상남도 합천군 대양면 대야로 737-20, 2호",,055-933-1006,128.161281,35.5530403
3738,합천군대양면보건지소,"경상남도 합천군 대양면 대야로 267, (대양면보건지소)",,055-930-3781,128.173667,35.5162187
3739,합천군봉산면보건지소,"경상남도 합천군 봉산면 김봉길 19, (봉산보건지소)",,055-930-3771,128.0418888,35.6263298
3740,합천군용주면보건지소,"경상남도 합천군 용주면 황계폭포로 1154-1, (용주보건지소)",,055-930-3786,128.1136941,35.5404136
3741,해군포항병원,"경상북도 포항시 남구 오천읍 충무로 70, (오천읍)",,054-299-2494,129.4183025,35.9751779
3742,해군해양의료원,"경상남도 창원시 진해구 진해대로963번길 35, (자은동)",,055-907-6996,128.7129153,35.1463306
3743,해남봄의원,"전라남도 해남군 해남읍 남부순환로 5, 정하메디컬빌딩 3층",,061-534-0011,126.6073492,34.5703352
3744,해남우리종합병원,"전라남도 해남군 옥천면 해남로 597, (옥천면)",,061-530-7000,126.6465632,34.584252
3745,해누리 정신건강의학과의원,"울산광역시 남구 수암로 138, 701호 (야음동)",,052-257-5793,129.3219771,35.5270563
3746,해들정신건강의학과의원,"서울특별시 광진구 아차산로 229, 한림타워 4층 404호 (화양동)",,02-465-0300,127.0690816,37.5408305
3747,해람정신건강의학과의원,"서울특별시 마포구 양화로 178, 4,7층 (동교동)",www.hearam.kr,02-723-8189,126.9252132,37.5575046
3748,해마음정신건강의학과의원,"경상남도 진주시 진주대로 880, 3층 (칠암동)",,055-754-3375,128.0913465,35.1791744
3749,해맑은이비인후과의원,"서울특별시 성북구 종암로 115, 지상4층 (종암동)",,02-922-1282,127.0335726,37.6003831
3750,해맑은정신건강의학과의원,"광주광역시 북구 설죽로 342, 2층 (오치동)",,062-264-7766,126.8994212,35.1899767
3751,해맑은정신건강의학과의원,"경기도 수원시 팔달구 정조로801번길 3, (팔달로2가, 삼광빌딩 4층)",,031-242-5588,127.0163566,37.2794795
3752,해맑은정신건강의학과의원,"대전광역시 서구 대덕대로 182, 4층 (둔산동)",http://www.sunnyclinic.co.kr,042-487-7505,127.3776557,36.349264
3753,해맑은정신과의원,"경상남도 김해시 삼계중앙로 22, 302호 (삼계동, 서빈굿타임빌딩)",,055-332-2622,128.8675573,35.2600467
3754,해민정신건강의학과의원,"서울특별시 성동구 왕십리로 309, 3층 303호 (행당동)",,02-2292-1535,127.0345883,37.5613795
3755,해봄정신건강의학과의원,"대구광역시 수성구 달구벌대로 2442, 6층 601호 (범어동)",,053-756-0047,128.6296014,35.8584149
3756,해빛정신건강의학과의원,"서울특별시 강동구 양재대로 1377, 삼원빌딩 4층 (성내동)",,02-6959-5809,127.1362754,37.5292243
3757,해성정신건강의학과의원,"충청남도 서천군 서천읍 충절로 50, 2층",,041-952-0079,126.6883427,36.0749683
3758,해솔정신건강의학과의원,"경기도 용인시 수지구 수지로296번길 47, 수석빌딩 401호 (풍덕천동)",,031-264-3905,127.0940873,37.3218315
3759,해솔정신건강의학과의원,"경기도 화성시 동탄반석로 120, 8층 803호 (반송동, 제일프라자)",,031-8003-7578,127.0716829,37.1996591
3760,해솔정신건강의학과의원,"서울특별시 송파구 삼전로 84, 7층 (삼전동)",http://www.haesolclinic.co.kr,02-414-7755,127.0897031,37.5058328
3761,해솔정신건강의학과의원,"서울특별시 마포구 백범로 13, 신촌르메이에르타운II 3층 303호 (노고산동)",,02-6357-7575,126.9374963,37.5534473
3762,해솔정신과의원,"인천광역시 연수구 인천타워대로 251, 아트윈몰 202호 (송도동)",http://www.haesolclinic.co.kr,032-814-8881,126.6328905,37.3931819
3763,해수소중한아이정신건강의학과의원,"경기도 성남시 분당구 돌마로 68, 405호 (구미동, 분당프라자)",,717-5545,127.1095409,37.3496446
3764,해와별정신건강의학과의원,"경기도 시흥시 서울대학로264번길 26-16, 해든메디컬센터 4층 407~410호 (배곧동)",,031-434-7579,126.7256641,37.3669445
3765,해운대정신건강의학과의원,"부산광역시 해운대구 구남로29번길 38, (중동)",www.haeundaenp.co.kr/,051-746-1585,129.1623603,35.1626273
3766,해운대제니스내과의원,"부산광역시 해운대구 마린시티2로 33, 736,737,738,739호 (우동, 해운대두산위브더제니스)",,051-742-1360,129.145091,35.156667
3767,해운대푸른바다병원,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 3층일부, 11층일부, 12.13층,205호~208호 (중동)",,051-714-3501,129.1682073,35.165667
3768,해원정신건강의학과의원,"경기도 안양시 동안구 관악대로 472, 3층 (관양동)",,031-469-8807,126.9745804,37.4030301
3769,해주병원,"인천광역시 강화군 하점면 창후로 286, (하점면)",,032-933-7114,126.358645,37.7690475
3770,해피마인드의원,"서울특별시 강남구 학동로 309, 영동정형외과 3층 (논현동)",,02-543-3650,127.0366269,37.5160831
3771,해피뷰병원,"광주광역시 북구 경열로 216-0, 해피뷰병원",,062-519-9000,126.906773,35.1586417
3772,해피뷰정신건강의학과의원,"전라남도 구례군 구례읍 로터리길 17, 정다운빌딩 3층 301호",,061-782-7200,127.4665317,35.2091695
3773,햇빛가정의학과의원,"경기도 고양시 덕양구 중앙로472번길 79, 1층 (행신동)",,031-972-8911,126.8439961,37.62259
3774,햇살가득한가정의학과의원,"서울특별시 강서구 등촌로 59-1, 2층 (화곡동)",http://www.haetsalclinic.co.kr,02-2062-1600,126.8631863,37.5353822
3775,햇살정신건강의학과의원,"경기도 의정부시 오목로205번길 1, 4층 405호 (민락동)",,031-825-0090,127.0981047,37.7446357
3776,햇살정신건강의학과의원,"강원특별자치도 강릉시 경강로 2110, 4층 (임당동, 동아빌딩)",,033-643-7711,128.8976716,37.7553336
3777,햇살정신과의원,"경기도 고양시 덕양구 충장로 134, 7층 (행신동, 아이프라자)",http://www.saysaysay.co.kr/,031-978-6688,126.8349888,37.6244151
3778,햇살정신과의원,"경기도 안양시 동안구 시민대로 167, 301호 (비산동, 안양벤처텔)",,031-440-8575,126.9496314,37.3908028
3779,행복나루정신건강의학과의원,"서울특별시 송파구 올림픽로35길 112, 2동 323,324호 (신천동, 장미아파트 비상가)",,02-423-4477,127.1017233,37.517819
3780,행복드림의원,"인천광역시 남동구 호구포로 808, 수정빌딩 601,602호 (구월동)",http://www.happyclinic.kr,467-0467,126.7195378,37.4544923
3781,행복마음의원,"경기도 수원시 장안구 송원로 81, (조원동)",,031-253-7552,127.0092298,37.3021322
3782,행복쉼터정신건강의학과의원,"경기도 안양시 만안구 안양로329번길 108, 안양월드 308호 (안양동)",,031-445-1357,126.9131497,37.4013425
3783,"행복의원,한의원","부산광역시 금정구 서동로 137-1, 1층 (서동)",,051-522-2900,129.101773,35.2154238
3784,행복정신건강의학과의원,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 2층 202호 (도곡동)",,02-577-7810,127.0344506,37.4852658
3785,행복주는의원,"경기도 오산시 오산로 206, 3층 301,302호 (원동)",,031-377-8274,127.0686848,37.1452005
3786,행복주는의원,"경기도 평택시 평남로 858, 삼성타워 3층 302호 (비전동)",,031-647-0228,127.1115767,37.0001292
3787,행복주는의원,"충청남도 천안시 동남구 만남로 13, 태현빌딩 3층 (신부동)",,041-565-8275,127.1537197,36.8190726
3788,행복주는의원,"충청남도 당진시 당진중앙2로 97, (읍내동, 제이클릭)",,041-352-7911,126.6302026,36.8938779
3789,행복준내과의원,"서울특별시 영등포구 영중로 6, 영등포키스톤타워 4층 (영등포동3가)",,02-2068-7575,126.9066713,37.5169662
3790,행복찾기정신과의원,"서울특별시 강북구 도봉로 52, 연이빌딩 2(M)층 (미아동)",,02-981-7772,127.0305267,37.6137225
3791,행복한가정의학과의원,"인천광역시 서구 고래울로 4, 2층 일부호 (가좌동)",,032-582-3824,126.6835393,37.4887503
3792,행복한가정의학과의원,"경기도 광주시 초월읍 현산로 90, (초월읍)",,031-767-8677,127.2916011,37.3954084
3793,행복한가정의학과의원,"서울특별시 동대문구 한천로 242, 2층 (전농동)",,02-2245-3100,127.0686061,37.5825002
3794,행복한길정신과의원,"경기도 구리시 경춘로 253, 501호 (인창동, 황금시계빌딩)",,031-568-7734,127.1430315,37.6022305
3795,행복한마을의료복지사회적협동조합 행복한마을의원,"경기도 안양시 만안구 병목안로 15, BYC안양 비스타 오피스텔 B동 206호 (안양동)",https://www.happyhealthcoop.or.kr,031-397-8540,126.919,37.3986333
3796,행복한수영정신건강의학과의원,"부산광역시 수영구 수영로 685, 영동빌딩3층 (광안동)",,051-996-8275,129.1147627,35.1667589
3797,행복한아이정신건강의학과의원,"서울특별시 서초구 서초중앙로 145, 중산빌딩 2층 201호 (서초동)",,02-537-3600,127.0131326,37.4946842
3798,행복한우리동네의원,"경기도 수원시 권선구 경수대로 373, (권선동)",,031-217-6336,127.0233501,37.2598497
3799,행복한의원,"서울특별시 강서구 화곡로68길 102, 101,지103외1호 (등촌동)",,02-3660-7779,126.8593416,37.5569908
3800,행복한의원,"광주광역시 북구 서암대로 179, 2층 (신안동)",,062-524-6688,126.9039786,35.1690162
3801,행복한정신건강의학과의원,"경기도 성남시 수정구 산성대로 229, 5층,6층 (신흥동)",,031-753-5005,127.1429947,37.4392579
3802,행복한정신건강의학과의원,"전북특별자치도 익산시 고현로 112, (모현동1가)",,063-857-0405,126.9441259,35.9470771
3803,향기나는내과의원,"서울특별시 관악구 관악로 234, 203호 (봉천동)",,02-888-3383,126.9563113,37.4849768
3804,향동포레요양병원,"경기도 고양시 덕양구 향동로 123, 지하1&1~5층 (향동동)",http://www.hyogreen.com,02-3158-3335,126.8892014,37.6008956
3805,허경내과의원,"광주광역시 동구 경양로 282-1, 2층 (계림동)",,062-225-3799,126.9202721,35.1546878
3806,허경석가정의학과 의원,"전라남도 장흥군 회진면 가학회진로 1608, (회진면)",,061-867-7223,126.9399526,34.4826449
3807,허브신경과의원,"서울특별시 강남구 선릉로64길 20, 4층 (대치동)",http://www.hubclinic.com/,02-6012-7840,127.0539652,37.4979543
3808,허용가정의학과의원,"제주특별자치도 서귀포시 서호남로 91, 2층 202호 (서호동, 서귀포혁신 사랑으로 부영아파트)",,064-739-5075,126.5222631,33.2506895
3809,허윤정신건강의학과의원,"전라남도 광양시 공영로 88, 3층 (중동)",,061-791-7975,127.6988937,34.9356432
3810,허정신건강의학과의원,"전북특별자치도 전주시 덕진구 조경단로 103, 1,4층 (금암동)",,063-254-5599,127.1385341,35.8433961
